module	ID
"M00596:Dissimilatory sulfate reduction, sulfate => H2S"	C22834
"M00596:Dissimilatory sulfate reduction, sulfate => H2S"	C00283
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C00026
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C00024
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C01251
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C04002
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C05662
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C00322
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C16583
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C20581
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C16597
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C16588
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C16598
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C20582
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C16600
"M00608:2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"	C16589
"M00609:Cysteine biosynthesis, methionine => cysteine"	C00073
"M00609:Cysteine biosynthesis, methionine => cysteine"	C00019
"M00609:Cysteine biosynthesis, methionine => cysteine"	C00021
"M00609:Cysteine biosynthesis, methionine => cysteine"	C03539
"M00609:Cysteine biosynthesis, methionine => cysteine"	C00155
"M00609:Cysteine biosynthesis, methionine => cysteine"	C02291
"M00609:Cysteine biosynthesis, methionine => cysteine"	C00097
"M00620:Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	C00024
"M00620:Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	C00022
"M00620:Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	C00036
"M00620:Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	C00149
"M00620:Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	C00122
"M00620:Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	C00042
"M00620:Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	C00091
"M00620:Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"	C00026
M00621:Glycine cleavage system	C00037
M00621:Glycine cleavage system	C02051
M00621:Glycine cleavage system	C01242
M00621:Glycine cleavage system	C00011
M00621:Glycine cleavage system	C00101
M00621:Glycine cleavage system	C02972
M00621:Glycine cleavage system	C00143
M00621:Glycine cleavage system	C00014
"M00622:Nicotinate degradation, nicotinate => fumarate"	C00253
"M00622:Nicotinate degradation, nicotinate => fumarate"	C01020
"M00622:Nicotinate degradation, nicotinate => fumarate"	C01059
"M00622:Nicotinate degradation, nicotinate => fumarate"	C18232
"M00622:Nicotinate degradation, nicotinate => fumarate"	C01596
"M00622:Nicotinate degradation, nicotinate => fumarate"	C01384
"M00622:Nicotinate degradation, nicotinate => fumarate"	C00122
"M00623:Phthalate degradation, phthalate => protocatechuate"	C01606
"M00623:Phthalate degradation, phthalate => protocatechuate"	C04783
"M00623:Phthalate degradation, phthalate => protocatechuate"	C03233
"M00623:Phthalate degradation, phthalate => protocatechuate"	C00230
"M00624:Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate"	C06337
"M00624:Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate"	C06318
"M00624:Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate"	C00230
"M00630:D-Galacturonate degradation (fungi), D-galacturonate => glycerol"	C00333
"M00630:D-Galacturonate degradation (fungi), D-galacturonate => glycerol"	C15930
"M00630:D-Galacturonate degradation (fungi), D-galacturonate => glycerol"	C20680
"M00630:D-Galacturonate degradation (fungi), D-galacturonate => glycerol"	C02426
"M00630:D-Galacturonate degradation (fungi), D-galacturonate => glycerol"	C00116
"M00631:D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	C00333
"M00631:D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	C00558
"M00631:D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	C00817
"M00631:D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	C00204
"M00631:D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	C04442
"M00631:D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	C00022
"M00631:D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"	C00118
"M00632:Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	C00124
"M00632:Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	C00984
"M00632:Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	C00446
"M00632:Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	C00029
"M00632:Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	C00052
"M00632:Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	C00103
"M00633:Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	C00257
"M00633:Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	C00204
"M00633:Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	C04442
"M00633:Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	C00118
"M00633:Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	C00022
"M00633:Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	C00197
"M00633:Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	C00880
"M00633:Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	C01216
"M00633:Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P"	C01286
"M00636:Phthalate degradation, phthalate => protocatechuate"	C01606
"M00636:Phthalate degradation, phthalate => protocatechuate"	C18314
"M00636:Phthalate degradation, phthalate => protocatechuate"	C03223
"M00636:Phthalate degradation, phthalate => protocatechuate"	C00230
"M00637:Anthranilate degradation, anthranilate => catechol"	C00108
"M00637:Anthranilate degradation, anthranilate => catechol"	C00090
"M00638:Salicylate degradation, salicylate => gentisate"	C00805
"M00638:Salicylate degradation, salicylate => gentisate"	C00628
"M00661:Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"	C00353
"M00661:Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"	C03506
"M00661:Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"	C20525
"M00661:Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"	C20526
"M00661:Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"	C20527
"M00661:Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"	C20529
"M00661:Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline"	C20530
"M00672:Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin"	C00956
"M00672:Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin"	C00183
"M00672:Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin"	C00097
"M00672:Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin"	C05556
"M00672:Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin"	C05557
"M00672:Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin"	C00395
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C00956
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C00183
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C00097
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C05556
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C05557
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C06564
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C06565
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C03112
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C06568
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C06569
"M00673:Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C"	C06566
"M00674:Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	C00062
"M00674:Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	C00118
"M00674:Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	C06655
"M00674:Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	C06656
"M00674:Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	C06657
"M00674:Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	C06658
"M00674:Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	C06659
"M00674:Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate"	C06660
"M00675:Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate"	C03912
"M00675:Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate"	C00083
"M00675:Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate"	C17366
"M00675:Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate"	C17367
"M00675:Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate"	C06669
"M00736:Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	C12323
"M00736:Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	C00062
"M00736:Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	C00065
"M00736:Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	C17355
"M00736:Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	C17352
"M00736:Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	C17351
"M00736:Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	C01941
"M00736:Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	C01739
"M00736:Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A"	C00927
M00740:Methylaspartate cycle	C00036
M00740:Methylaspartate cycle	C00024
M00740:Methylaspartate cycle	C00158
M00740:Methylaspartate cycle	C00417
M00740:Methylaspartate cycle	C00311
M00740:Methylaspartate cycle	C05379
M00740:Methylaspartate cycle	C00026
M00740:Methylaspartate cycle	C00025
M00740:Methylaspartate cycle	C03618
M00740:Methylaspartate cycle	C01732
M00740:Methylaspartate cycle	C06028
M00740:Methylaspartate cycle	C06027
M00740:Methylaspartate cycle	C00048
M00740:Methylaspartate cycle	C04348
M00740:Methylaspartate cycle	C00149
"M00741:Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"	C00100
"M00741:Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"	C00683
"M00741:Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"	C01213
"M00741:Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"	C00091
"M00761:Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N"	C00167
"M00761:Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N"	C16155
"M00761:Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N"	C16153
"M00761:Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N"	C16154
"M00761:Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N"	C16156
"M00761:Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N"	C16157
"M00763:Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	C00025
"M00763:Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	C20948
"M00763:Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	C20949
"M00763:Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	C20950
"M00763:Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	C20951
"M00763:Ornithine biosynthesis, mediated by LysW, glutamate => ornithine"	C00077
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C02557
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C00083
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C12000
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C12001
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C20760
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C12002
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C12003
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C02400
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C00744
"M00773:Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin"	C01457
"M00774:Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	C00100
"M00774:Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	C00683
"M00774:Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	C03240
"M00774:Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	C06635
"M00774:Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	C06630
"M00774:Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	C06633
"M00774:Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	C06616
"M00774:Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	C01912
"M00774:Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B"	C06653
"M00775:Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	C00083
"M00775:Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	C02557
"M00775:Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	C11989
"M00775:Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	C11990
"M00775:Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	C11991
"M00775:Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	C11992
"M00775:Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin"	C01946
"M00776:Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	C00683
"M00776:Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	C00083
"M00776:Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	C11997
"M00776:Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	C11998
"M00776:Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	C11999
"M00776:Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	C11993
"M00776:Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	C11994
"M00776:Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin"	C11996
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C01033
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11977
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11978
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11979
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11980
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11982
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11984
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11981
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11983
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C00630
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11961
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11962
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11963
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11964
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11966
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11968
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11965
"M00777:Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b"	C11967
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C00083
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C12348
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18327
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18328
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18329
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18353
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C21430
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C12441
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C12442
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18293
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18294
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C12354
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18330
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18331
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18332
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18629
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18336
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18709
"M00778:Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide"	C18337
"M00779:Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"	C18353
"M00779:Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"	C18354
"M00779:Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"	C18356
"M00779:Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"	C12434
"M00779:Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"	C12435
"M00779:Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin"	C12436
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C18295
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C06629
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C06628
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C06627
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C06654
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C02811
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C03206
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C06570
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C18296
"M00780:Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline"	C06624
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C18629
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C12416
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C12415
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C18630
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C18631
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C12420
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C12421
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C12422
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C12423
"M00781:Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone"	C12424
"M00782:Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	C12382
"M00782:Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	C12383
"M00782:Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	C12384
"M00782:Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	C12385
"M00782:Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	C12386
"M00782:Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	C12387
"M00782:Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	C18710
"M00782:Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	C12388
"M00782:Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin"	C18711
